tenant_id,look_up_code,look_up_type,meaning,description,enable_flag,active_start_date,active_end_date,secure_attribute_1,secure_attribute_2,secure_attribute_3,created_by,creation_date,last_updated_by,last_updated_date
6,CONCAT_WS,TEMPLATE_FUNCTIONS,Concat Ws,"concat_ws('separator',[column1],[column2])",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
6,REPLACE,TEMPLATE_FUNCTIONS,Replace,"REPLACE([column1],'find_string','replace_with')",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
6,TRIM,TEMPLATE_FUNCTIONS,Trim,"trim(LEADING or TRAILING or BOTH character From [column1])",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
6,MIDSEARCH,TEMPLATE_FUNCTIONS,midsearch,"SUBSTR([column1],(LOCATE('char',[column1]) + LENGTH('char')),position)",TRUE,2017-01-01,2020-01-01,null,null,null,null,null,null,null
7,CONCAT,TEMPLATE_FUNCTIONS,Concat,"concat([column1],[column2],...)",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
7,SUBSTR,TEMPLATE_FUNCTIONS,SubStr,"SUBSTRING([column1],pos,len)",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
7,CONCAT_WS,TEMPLATE_FUNCTIONS,Concat Ws,"concat_ws('separator',[column1],[column2])",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
7,REPLACE,TEMPLATE_FUNCTIONS,Replace,"REPLACE([column1],'find_string','replace_with')",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
7,TRIM,TEMPLATE_FUNCTIONS,Trim,"trim(LEADING or TRAILING or BOTH character From [column1])",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
7,MIDSEARCH,TEMPLATE_FUNCTIONS,midsearch,"SUBSTR([column1],(LOCATE('char',[column1]) + LENGTH('char')),position)",TRUE,2017-01-01,2020-01-01,null,null,null,null,null,null,null
8,CONCAT,TEMPLATE_FUNCTIONS,Concat,"concat([column1],[column2],...)",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
8,SUBSTR,TEMPLATE_FUNCTIONS,SubStr,"SUBSTRING([column1],pos,len)",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
8,CONCAT_WS,TEMPLATE_FUNCTIONS,Concat Ws,"concat_ws('separator',[column1],[column2])",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
8,REPLACE,TEMPLATE_FUNCTIONS,Replace,"REPLACE([column1],'find_string','replace_with')",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
8,TRIM,TEMPLATE_FUNCTIONS,Trim,"trim(LEADING or TRAILING or BOTH character From [column1])",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
8,MIDSEARCH,TEMPLATE_FUNCTIONS,midsearch,"SUBSTR([column1],(LOCATE('char',[column1]) + LENGTH('char')),position)",TRUE,2017-01-01,2020-01-01,null,null,null,null,null,null,null
9,CONCAT,TEMPLATE_FUNCTIONS,Concat,"concat([column1],[column2],...)",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
9,SUBSTR,TEMPLATE_FUNCTIONS,SubStr,"SUBSTRING([column1],pos,len)",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
9,CONCAT_WS,TEMPLATE_FUNCTIONS,Concat Ws,"concat_ws('separator',[column1],[column2])",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
9,REPLACE,TEMPLATE_FUNCTIONS,Replace,"REPLACE([column1],'find_string','replace_with')",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
9,TRIM,TEMPLATE_FUNCTIONS,Trim,"trim(LEADING or TRAILING or BOTH character From [column1])",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
9,MIDSEARCH,TEMPLATE_FUNCTIONS,midsearch,"SUBSTR([column1],(LOCATE('char',[column1]) + LENGTH('char')),position)",TRUE,2017-01-01,2020-01-01,null,null,null,null,null,null,null
10,CONCAT,TEMPLATE_FUNCTIONS,Concat,"concat([column1],[column2],...)",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
10,SUBSTR,TEMPLATE_FUNCTIONS,SubStr,"SUBSTRING([column1],pos,len)",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
10,CONCAT_WS,TEMPLATE_FUNCTIONS,Concat Ws,"concat_ws('separator',[column1],[column2])",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
10,REPLACE,TEMPLATE_FUNCTIONS,Replace,"REPLACE([column1],'find_string','replace_with')",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
10,TRIM,TEMPLATE_FUNCTIONS,Trim,"trim(LEADING or TRAILING or BOTH character From [column1])",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
10,MIDSEARCH,TEMPLATE_FUNCTIONS,midsearch,"SUBSTR([column1],(LOCATE('char',[column1]) + LENGTH('char')),position)",TRUE,2017-01-01,2020-01-01,null,null,null,null,null,null,null
11,CONCAT,TEMPLATE_FUNCTIONS,Concat,"concat([column1],[column2],...)",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
11,SUBSTR,TEMPLATE_FUNCTIONS,SubStr,"SUBSTRING([column1],pos,len)",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
11,CONCAT_WS,TEMPLATE_FUNCTIONS,Concat Ws,"concat_ws('separator',[column1],[column2])",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
11,REPLACE,TEMPLATE_FUNCTIONS,Replace,"REPLACE([column1],'find_string','replace_with')",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
11,TRIM,TEMPLATE_FUNCTIONS,Trim,"trim(LEADING or TRAILING or BOTH character From [column1])",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
11,MIDSEARCH,TEMPLATE_FUNCTIONS,midsearch,"SUBSTR([column1],(LOCATE('char',[column1]) + LENGTH('char')),position)",TRUE,2017-01-01,2020-01-01,null,null,null,null,null,null,null
12,CONCAT,TEMPLATE_FUNCTIONS,Concat,"concat([column1],[column2],...)",1,2017-01-01,2020-01-01,null,null,null,null,null,null,null
